/nlsasfs/home/ai4bharat/gramesh/speechteam/github_repos/indicAlignment/data/newsonair_v5/punjabi
Regional-Chandigarh-Punjabi-1820-2019327192053/sent_18.wav	80960
Regional-Chandigarh-Punjabi-1820-2019327192053/sent_15.wav	156160
Regional-Chandigarh-Punjabi-1820-2019327192053/sent_13.wav	132800
Regional-Chandigarh-Punjabi-1820-2019327192053/sent_25.wav	169920
Regional-Chandigarh-Punjabi-1820-2019327192053/sent_48.wav	129280
Regional-Chandigarh-Punjabi-1820-2019327192053/sent_47.wav	130240
Regional-Chandigarh-Punjabi-1820-2019327192053/sent_23.wav	100480
Regional-Chandigarh-Punjabi-1820-2019327192053/sent_50.wav	105920
Regional-Chandigarh-Punjabi-1820-2019327192053/sent_12.wav	72640
Regional-Chandigarh-Punjabi-1820-2019327192053/sent_45.wav	169600
Regional-Chandigarh-Punjabi-1820-2019327192053/sent_26.wav	89600
Regional-Chandigarh-Punjabi-1820-2019327192053/sent_38.wav	103040
Regional-Chandigarh-Punjabi-1820-2019327192053/sent_16.wav	165120
Regional-Chandigarh-Punjabi-1820-2019327192053/sent_3.wav	101120
Regional-Chandigarh-Punjabi-1820-2019327192053/sent_11.wav	88960
Regional-Chandigarh-Punjabi-1820-2019327192053/sent_36.wav	65280
Regional-Chandigarh-Punjabi-1820-2019327192053/sent_42.wav	161600
Regional-Chandigarh-Punjabi-1820-2019327192053/sent_5.wav	132160
Regional-Chandigarh-Punjabi-1820-2019327192053/sent_52.wav	166400
Regional-Chandigarh-Punjabi-1820-2019327192053/sent_14.wav	217920
Regional-Chandigarh-Punjabi-1820-2019327192053/sent_49.wav	102720
Regional-Chandigarh-Punjabi-1820-2019327192053/sent_40.wav	251520
Regional-Chandigarh-Punjabi-1820-2019327192053/sent_46.wav	181120
Regional-Chandigarh-Punjabi-1820-2019327192053/sent_29.wav	247040
Regional-Chandigarh-Punjabi-1820-2019327192053/sent_2.wav	176960
Regional-Chandigarh-Punjabi-1820-2019327192053/sent_9.wav	90880
Regional-Chandigarh-Punjabi-1820-2019327192053/sent_53.wav	96640
Regional-Chandigarh-Punjabi-1820-2019327192053/sent_43.wav	91200
Regional-Chandigarh-Punjabi-1820-2019327192053/sent_22.wav	49600
Regional-Chandigarh-Punjabi-1820-2019327192053/sent_34.wav	192640
Regional-Chandigarh-Punjabi-1820-2019327192053/sent_6.wav	164160
Regional-Chandigarh-Punjabi-1820-2019327192053/sent_20.wav	179840
Regional-Chandigarh-Punjabi-1820-2019327192053/sent_7.wav	124800
Regional-Chandigarh-Punjabi-1820-2019327192053/sent_24.wav	109440
Regional-Chandigarh-Punjabi-1820-2019327192053/sent_28.wav	103040
Regional-Chandigarh-Punjabi-1820-2019327192053/sent_30.wav	137280
Regional-Chandigarh-Punjabi-1820-2019327192053/sent_8.wav	91520
